"","X","adult","belongs_to_collection","budget","Genre_1","Genre_2","Genre_3","Genre_4","Genre_5","Genre_6","Genre_7","Genre_8","Genre_9","Genre_10","homepage","id","imdb_id","original_language","original_title","overview","popularity","poster_path","Production_Company_1","Production_Company_2","Production_Company_3","Production_Company_4","Production_Company_5","Production_Company_6","Production_Company_7","Production_Company_8","Production_Company_9","Production_Company_10","Production_Company_11","Production_Company_12","Production_Company_13","Production_Company_14","Production_Company_15","Production_Company_16","Production_Company_17","Production_Company_18","Production_Company_19","Production_Company_20","Production_Company_21","Production_Company_22","Production_Company_23","Production_Company_24","Production_Company_25","Production_Company_26","Production_Company_27","Production_Countries_1","Production_Countries_2","Production_Countries_3","Production_Countries_4","Production_Countries_5","Production_Countries_6","Production_Countries_7","Production_Countries_8","Production_Countries_9","Production_Countries_10","Production_Countries_11","Production_Countries_12","Production_Countries_13","Production_Countries_14","Production_Countries_15","Production_Countries_16","Production_Countries_17","Production_Countries_18","Production_Countries_19","Production_Countries_20","Production_Countries_21","Production_Countries_22","Production_Countries_23","Production_Countries_24","Production_Countries_25","Production_Countries_26","release_date","revenue","runtime","Spoken_Language_1","Spoken_Language_2","Spoken_Language_3","Spoken_Language_4","Spoken_Language_5","Spoken_Language_6","Spoken_Language_7","Spoken_Language_8","Spoken_Language_9","Spoken_Language_10","Spoken_Language_11","Spoken_Language_12","Spoken_Language_13","Spoken_Language_14","Spoken_Language_15","Spoken_Language_16","Spoken_Language_17","Spoken_Language_18","Spoken_Language_19","Spoken_Language_20","status","tagline","title","video","vote_average","vote_count","profit","movies.data$id"
"13391",13396,FALSE,"",3.5e+07,"Comedy","Family",NA,NA,NA,NA,NA,NA,NA,NA,"","15189","tt0785006","en","Hotel for Dogs","Placed in a foster home that doesn't allow pets, 16-year-old Andi and her younger brother, Bruce, turn an abandoned hotel into a home for their dog. Soon other strays arrive, and the hotel becomes a haven for every orphaned canine in town. But the kids have to do some quick thinking to keep the cops off their tails.","6.317992","/l8bidcFpDFrAUDM9QL8FdsLGgk2.jpg","DreamWorks SKG","Nickelodeon Movies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-01-16,73034460,100,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","No stray gets turned away.","Hotel for Dogs",FALSE,5.7,205,38034460,"15189"
"13409",13414,FALSE,"",1500000,"Comedy","Horror",NA,NA,NA,NA,NA,NA,NA,NA,"http://www.dhentertainment.com/projects/1.my-name-bruce/","1961","tt0489235","en","My Name Is Bruce","B Movie Legend Bruce Campbell is mistaken for his character Ash from the Evil Dead trilogy and forced to fight a real monster in a small town in Oregon.","8.708789","/sUMogIAJ23VsCyoSk4Rx0i78JcI.jpg","Dark Horse Entertainment","Image Entertainment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007-10-01,173066,86,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","Fearless! Unstoppable! Ready For His Close-Up!","My Name Is Bruce",FALSE,5.9,107,-1326934,"1961"
"13416",13421,FALSE,"",7.5e+07,"Comedy","Drama",NA,NA,NA,NA,NA,NA,NA,NA,"http://www.funnypeoplemovie.com","20829","tt1201167","en","Funny People","Famous and wealthy funnyman George Simmons doesn't give much thought to how he treats people until a doctor delivers stunning health news, forcing George to reevaluate his priorities with a little help from aspiring stand-up comic Ira.","9.900376","/uWgcmAIfYURUHJGhY4Rq1IXcJIg.jpg","Columbia Pictures","Universal Pictures","Happy Madison Productions","Relativity Media","Apatow Productions","Madison 23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-07-31,61458982,146,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","George Simmons was prepared to die, but then a funny thing happened.","Funny People",FALSE,5.6,398,-13541018,"20829"
"13437",13442,FALSE,"Street Fighter",5e+07,"Action","Adventure","Science Fiction","Thriller",NA,NA,NA,NA,NA,NA,"","15268","tt0891592","en","Street Fighter: The Legend of Chun-Li","When a teenager, Chun-Li witnesses the kidnapping of her father by wealthy crime lord M. Bison. When she grows up, she goes into a quest for vengeance and becomes the famous crime-fighter of the Street Fighter universe.","6.660188","/8FJ8A4R48mqM6zoGB9uOlPisZmr.jpg","Twentieth Century Fox Film Corporation","Hyde Park Films",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canada"," India"," Japan"," United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-02-27,12764201,97,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","Some fight for power. Some fight for us.","Street Fighter: The Legend of Chun-Li",FALSE,3.9,113,-37235799,"15268"
"13442",13447,FALSE,"",1.7e+07,"Drama","Comedy","Romance",NA,NA,NA,NA,NA,NA,NA,"","19255","tt1176740","en","Away We Go","Verona and Burt have moved to Colorado to be close to Burt's parents but, with Veronica expecting their first child, Burt’s parents decide to move to Belgium, now leaving them in a place they hate and without a support structure in place. They set off on a whirlwind tour of of disparate locations where they have friends or relatives, sampling not only different cities and climates but also different families. Along the way they realize that the journey is less about discovering where they want to live and more about figuring out what type of parents they want to be.","6.590093","/zHDoca5jdrJQ8rwgN9HsWk8HRaG.jpg","Neal Street Productions","Focus Features","Big Beach Films",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-06-05,14899417,98,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","","Away We Go",FALSE,6.7,189,-2100583,"19255"
"13453",13458,FALSE,"Friday the 13th Collection",1.9e+07,"Horror",NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.fridaythe13thmovie.com","13207","tt0758746","en","Friday the 13th","Ignoring the warnings of the locals, a group of teenage camp counselors takes on the job of reopening Camp Crystal Lake — on Friday the 13th no less, and raise the ire of Jason Voorhees, a masked, homicidal maniac.","14.20229","/ewNYItHBmxHj3IEDhj1VnnLoTmb.jpg","New Line Cinema",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-02-11,91379051,97,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","Welcome to Crystal Lake","Friday the 13th",FALSE,5.7,566,72379051,"13207"
"13473",13478,FALSE,"",1.8e+07,"Comedy","Family","Animation","Fantasy","Music",NA,NA,NA,NA,NA,"","20421","tt0102802","en","Rock-A-Doodle","Chanticleer is a foolhardy farm rooster who believes his crows can actually make the sun come up and shine. When the sun rises one morning without Chanticleer's crow, he leaves the farm in disgrace and runs off to become a rock 'n' roll singer. But in his absence, a sinister, sunshine-hating owl prepares to take over.","3.602031","/iIUQlfGve7iqlprzKGxfrJAyrO4.jpg","Goldcrest Films International","Sullivan Bluth Studios","The Samuel Goldwyn Company",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ireland"," United Kingdom"," United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991-08-02,11657385,77,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","The rousing, rollicking adventure of the world's first rockin' rooster!","Rock-A-Doodle",FALSE,5.3,46,-6342615,"20421"
"13476",13481,FALSE,"",2e+05,"Adventure","Action","Comedy","Science Fiction","Music",NA,NA,NA,NA,NA,"http://www.drhorrible.com","14301","tt1227926","en","Dr. Horrible's Sing-Along Blog","Dr. Horrible, an aspiring supervillain with his own video blog, is attempting to join the prestigious Evil League of Evil (led by the legendary ""thoroughbred of sin"", Bad Horse), but his plans are usually foiled by the egotistical superhero Captain Hammer. Dr. Horrible's life is thrown for a loop when he falls in love with Penny, a beautiful and optimistic advocate for the homeless he meets at the laundromat.","8.927994","/zlAjTMaWakkoJidwsYO0QNwtPqy.jpg","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008-07-15,3,42,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","He has a Ph.D. in horribleness!","Dr. Horrible's Sing-Along Blog",FALSE,7.8,236,-199997,"14301"
"13488",13493,FALSE,"",4.1e+07,"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.iloveyouman.com/","16538","tt1155056","en","I Love You, Man","Peter Klaven is a successful real estate agent who, upon getting engaged to the woman of his dreams, Zooey, discovers, to his dismay and chagrin, that he has no male friend close enough to serve as his Best Man. Peter immediately sets out to rectify the situation, embarking on a series of bizarre and awkward ""man-dates.""","12.929653","/gFL5cazCOhgsoO2mQuYPMdFekfE.jpg","The Montecito Picture Company","De Line Pictures","Bernard Gayle Productions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-03-20,91636986,105,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","He needed a best man... He got the worst.","I Love You, Man",FALSE,6.5,531,50636986,"16538"
"13497",13502,FALSE,"",78146652,"Romance","Comedy","Crime",NA,NA,NA,NA,NA,NA,NA,"http://www.universalstudiosentertainment.com/duplicity/","16558","tt1135487","en","Duplicity","Two romantically-engaged corporate spies team up to manipulate a corporate race to corner the market on a medical innovation that will reap huge profits and enable them to lead an extravagant lifestyle together.","9.097953","/97J8g4j1Yd9Qjy4Oz1ltpV9PAI2.jpg","Universal Pictures","Laura Bickford Productions","Relativity Media","Medienproduktion Poseidon Filmgesellschaft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany"," United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-03-19,6e+07,125,"English"," Deutsch"," Pусский"," Español",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","Outwit. Outspy. Outsmart. Outplay. Then get out.","Duplicity",FALSE,5.7,203,-18146652,"16558"
"13498",13503,FALSE,"",5e+07,"Action","Adventure","Drama","Mystery","Science Fiction","Thriller",NA,NA,NA,NA,"http://knowing-themovie.com/","13811","tt0448011","en","Knowing","A teacher opens a time capsule that has been dug up at his son's elementary school; in it are some chilling predictions -- some that have already occurred and others that are about to -- that lead him to believe his family plays a role in the events that are about to unfold.","9.806904","/5XnNteYoOQ727JoZqyVcENT28Dv.jpg","Summit Entertainment","Mystery Clock Cinema","Escape Artists","Goldcrest Pictures","Kaplan/Perrone Entertainment","Wintergreen Productions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United Kingdom"," United States of America"," Australia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-03-19,155446362,121,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","Knowing is everything...","Knowing",FALSE,5.9,1528,105446362,"13811"
"13505",13510,FALSE,"",5e+06,"Comedy","Drama",NA,NA,NA,NA,NA,NA,NA,NA,"http://www.sunshinecleaning-themovie.com","13090","tt0862846","en","Sunshine Cleaning","A single mother and her slacker sister find an unexpected way to turn their lives around in the off-beat dramatic comedy. In order to raise the tuition to send her young son to private school the mom starts an unusual business – a biohazard removal/crime scene clean-up service.","9.098119","/9JkxUbOFiomw2Ci8ayTfAT69s0k.jpg","Back Lot Pictures","Overture Films","Big Beach Films",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008-01-18,16174377,102,"English"," Español",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","life's a messy business.","Sunshine Cleaning",FALSE,6.5,256,11174377,"13090"
"13520",13525,FALSE,"",1.75e+08,"Animation","Family","Adventure","Science Fiction",NA,NA,NA,NA,NA,NA,"http://www.monstersvsaliens.com/","15512","tt0892782","en","Monsters vs Aliens","When Susan Murphy is unwittingly clobbered by a meteor full of outer space gunk on her wedding day, she mysteriously grows to 49-feet-11-inches. The military jumps into action and captures Susan, secreting her away to a covert government compound. She is renamed Ginormica and placed in confinement with a ragtag group of Monsters...","14.243634","/8x0WrDcFQDC2eoXJe6iC34wXZE8.jpg","DreamWorks Animation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-03-19,381509870,94,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","When aliens attack, monsters fight back.","Monsters vs Aliens",FALSE,6,1464,206509870,"15512"
"13536",13541,FALSE,"",11500000,"Drama","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,"","14637","tt1073241","en","Nothing But the Truth","When reporter Rachel Armstrong writes a story that reveals the identity of a covert CIA operative, the government demands that Rachel reveal her source. She defies the special prosecutor and is thrown in jail. Meanwhile, her attorney, Albert Burnside argues her case all the way to the U.S. Supreme Court.","8.719145","/s5RIzwciZDHUg0ViqnkNLL0Nj63.jpg","Battleplan Productions","Yari Film Group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008-12-19,186702,108,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","Don't Reveal the Source.","Nothing But the Truth",FALSE,6.9,134,-11313298,"14637"
"13546",13551,FALSE,"",9500000,"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.adventurelandthefilm.com/","16614","tt1091722","en","Adventureland","In the summer of 1987, a college graduate takes a 'nowhere' job at his local amusement park, only to find it's the perfect course to get him prepared for the real world.","6.77887","/hjSN69srPDuFeUkrChIgZ0Vh3i0.jpg","Miramax Films","Sidney Kimmel Entertainment","This Is That Productions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-04-03,17164377,107,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","Nothing brings people together like a crappy summer job.","Adventureland",FALSE,6.4,748,7664377,"16614"
"13550",13555,FALSE,"",4e+07,"Comedy","Romance",NA,NA,NA,NA,NA,NA,NA,NA,"http://www.bluefly.com/media/promotions/flash/shopaholic/main/shopaholic.html","20048","tt1093908","en","Confessions of a Shopaholic","In the glamorous world of New York City, Rebecca Bloomwood is a fun-loving girl who is really good at shopping-a little too good, perhaps. She dreams of working for her favorite fashion magazine, but can't quite get her foot in the door-until ironically, she snags a job as an advice columnist for a financial magazine published by the same company.","8.198789","/8gCZJ8gOxd22Spz1MKiu4b54T2r.jpg","Jerry Bruckheimer Films","Touchstone Pictures",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-02-05,108332743,104,"English"," suomi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","A new job? Hopefully. A new man? Possibly. A new handbag? Absolutely!","Confessions of a Shopaholic",FALSE,6.1,787,68332743,"20048"
"13577",13582,FALSE,"The Fast and the Furious Collection",8.5e+07,"Action","Crime","Drama","Thriller",NA,NA,NA,NA,NA,NA,"http://www.fastandfuriousmovie.net","13804","tt1013752","en","Fast & Furious","When a crime brings them back to L.A., fugitive ex-con Dom Toretto reignites his feud with agent Brian O'Conner. But as they are forced to confront a shared enemy, Dom and Brian must give in to an uncertain new trust if they hope to outmaneuver him. And the two men will find the best way to get revenge: push the limits of what's possible behind the wheel.","1.498902","/ft8IqAGFs3V7i87z0t0EVRUjK1p.jpg","Universal Pictures","Original Film","One Race Productions","Dentsu Inc.","Relativity Media",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-04-02,363164265,107,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","New Model. Original Parts.","Fast & Furious",FALSE,6.5,2426,278164265,"13804"
"13594",13599,FALSE,"",5e+07,"Drama","Comedy",NA,NA,NA,NA,NA,NA,NA,NA,"http://www.theboatthatrocked.net/","18947","tt1131729","en","The Boat That Rocked","The Boat that Rocked is an ensemble comedy, where the romance is between the young people of the 60s, and pop music. It's about a band of DJs that captivate Britain, playing the music that defines a generation and standing up to a government that  wanted control of popular culture via the British Broadcasting Corporation. Loosely based on the events in Britain in the 60's when the Labour government of Harold Wilson, wanted to bring the pirate stations under control, enough to see the passage of the Marine Broadcasting Offences Act on 15 August 1967","8.395618","/9yPSnwksl3vcTISI3Jn4zpVSMRA.jpg","Universal Pictures","Studio Canal","Working Title Films","Medienproduktion Prometheus Filmgesellschaft","Portobello Studios","Tightrope Pictures",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany"," United Kingdom"," France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-04-01,36348784,116,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","On air. Off shore. Out of control.","The Boat That Rocked",FALSE,7.2,678,-13651216,"18947"
"13598",13603,FALSE,"",2e+07,"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.17againmovie.com/","16996","tt0974661","en","17 Again","On the brink of a midlife crisis, 30-something Mike O'Donnell wishes he could have a ""do-over."" And that's exactly what he gets when he wakes up one morning to find he's 17 years old again. With his adult mind stuck inside the body of a teenager, Mike actually has the chance to reverse some decisions he wishes he'd never made. But maybe they weren't so bad after all.","11.362762","/ldOya8hGmN1Hi439K3qIQsfFnM9.jpg","New Line Cinema","Offspring Entertainment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-03-11,136267476,102,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","Who says you're only young once?","17 Again",FALSE,6.1,1388,116267476,"16996"
"13601",13606,FALSE,"",7e+07,"Drama","Action","Thriller","War",NA,NA,NA,NA,NA,NA,"http://www.inglouriousbasterds-movie.com/","16869","tt0361748","en","Inglourious Basterds","In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.","16.89564","/ai0LXkzVM3hMjDhvFdKMUemoBe.jpg","Universal Pictures","A Band Apart","The Weinstein Company","Zehnte Babelsberg","Visiona Romantica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany"," United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-08-18,319131050,153,"Deutsch"," English"," Français"," Italiano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","Once upon a time in Nazi occupied France...","Inglourious Basterds",FALSE,7.9,6598,249131050,"16869"
"13602",13607,FALSE,"",6e+07,"Action",NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.stateofplaymovie.net/","16995","tt0473705","en","State of Play","Handsome, unflappable U.S. Congressman Stephen Collins is the future of his political party: an honorable appointee who serves as the chairman of a committee overseeing defense spending. All eyes are upon the rising star to be his party's contender for the upcoming presidential race. Until his research assistant/mistress is brutally murdered and buried secrets come tumbling out.","8.905732","/lH5rHsUM7Umo9xyyjPguK5kTXKd.jpg","Universal Pictures","StudioCanal","Andell Entertainment","Relativity Media","Working Title Films",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"France"," United Kingdom"," United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-04-17,87784194,127,"广州话 / 廣州話"," English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","Find The Truth","State of Play",FALSE,6.7,489,27784194,"16995"
"13612",13617,FALSE,"Crank Collection",2e+07,"Action","Thriller","Crime",NA,NA,NA,NA,NA,NA,NA,"http://www.crank2.com/","15092","tt1121931","en","Crank: High Voltage","Chelios faces a Chinese mobster who has stolen his nearly indestructible heart and replaced it with a battery-powered ticker that requires regular jolts of electricity to keep working.","10.044642","/6WLcJkIwyycyUDDfZ5VWU1TcLwF.jpg","Lakeshore Entertainment","Lionsgate","Radical Media",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-04-16,34560577,96,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","Stay Charged, Stay Alive!","Crank: High Voltage",FALSE,5.9,878,14560577,"15092"
"13618",13623,FALSE,"",5e+06,"Science Fiction","Drama",NA,NA,NA,NA,NA,NA,NA,NA,"http://www.sonyclassics.com/moon/","17431","tt1182345","en","Moon","With only three weeks left in his three year contract, Sam Bell is getting anxious to finally return to Earth. He is the only occupant of a Moon-based manufacturing facility along with his computer and assistant, GERTY. When he has an accident however, he wakens to find that he is not alone.","13.336773","/2tgl9q3ZaVQUfSsbftqhRxXCElB.jpg","Liberty Films UK","Lunar Industries","Xingu Films","Limelight Fund",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-06-12,9760104,97,"Español"," English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","The last place you'd ever expect to find yourself.","Moon",FALSE,7.6,1831,4760104,"17431"
"13626",13631,FALSE,"",3.5e+07,"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.theyoungvictoriamovie.com/","18320","tt0962736","en","The Young Victoria","From Academy Award® winners Graham King and Martin Scorsese, along with the makers of Gosford Park and The Departed, comes the story of Queen Victoria’s early rise to power. From an object of a royal power-struggle to her romantic courtship and legendary marriage to Prince Albert, Emily Blunt (The Devil Wears Prada) gives a stunning performance as the young Victoria. Packed with drama, romance, breath-taking cinematography, lavish costumes and featuring an outstanding British cast including Jim Broadbent, Harriet Walter, Mark Strong, Paul Bettany, Miranda Richardson, and Rupert Friend, The Young Victoria has captivated British audiences, and is the film that Company magazine called “an epic British film, which will sweep you up in her remarkable story.”","8.437587","/kNMUKWshK6qVA9fXGBRJaUSRNoz.jpg","GK Films",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United Kingdom"," United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-03-04,27409889,105,"English"," Deutsch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","Love rules all.","The Young Victoria",FALSE,7.1,330,-7590111,"18320"
